"Entry:","Transmembrane","DIBMA 10","DIBMA 12","DIBMA Glycerol","DIBMA Glucosamine","Amphipol 17","Amphipol 18","AASTY 6- 45","AASTY 11- 45","AASTY 6- 50","AASTY 11- 50","AASTY 6- 55","AASTY 11- 55","SMALP 502-E","SMALP 140-I","SMALP 300","SMALP 200","SMALP 140","DDM","DM","LMNG","Fos-12","Digitonin-A","RIPA"
"O95415 (BRI3)","2",NaN,0.366847,0.359262,0.482046,NaN,0.487924,0.0574338,0.148037,0.270374,0.153489,0.168002,0.229941,0.395053,NaN,0.562907,1.0,NaN,0.445865,0.516089,NaN,0.682056,NaN,0.497064
"O95870 (ABHD16A)","2",0.431929,0.279901,0.466516,0.23569,0.919889,0.821024,0.379297,0.579029,0.43464,0.684279,0.594444,0.539199,0.548246,NaN,0.938036,0.726577,NaN,0.953176,0.84529,0.927192,0.892282,0.829531,0.912781
"O96002 (CXorf1)","2",,,,,,,,,,,,,,,,,,,,,,,
"P00403 (MT-CO2)","2",0.755255,0.803224,0.753855,0.779682,0.905465,0.871292,0.664554,0.831923,0.73823,0.777328,0.783398,0.810733,0.852517,0.379391,0.928533,0.908012,0.0271479,0.970207,0.973298,0.998635,0.976292,0.774953,0.929568
"P02748 (C9)","2",,,,,,,,,,,,,,,,,,,,,,,
"P05496 (ATP5MC1)","2",,,,,,,,,,,,,,,,,,,,,,,
"P08842 (STS)","2",NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.984346,NaN,NaN,NaN,NaN
"P0C7U9 (FAM87A)","2",,,,,,,,,,,,,,,,,,,,,,,
"P0C851 (PIRT)","2",,,,,,,,,,,,,,,,,,,,,,,
"P0DKB6 (MPC1L)","2",,,,,,,,,,,,,,,,,,,,,,,
"P0DMS9 (TMIGD3)","2",,,,,,,,,,,,,,,,,,,,,,,
"P0DTE5 (UGT2A2)","2",,,,,,,,,,,,,,,,,,,,,,,
"P11511 (CYP19A1)","2",,,,,,,,,,,,,,,,,,,,,,,
"P16671 (CD36)","2",,,,,,,,,,,,,,,,,,,,,,,
"P17152 (TMEM11)","2",0.565077,0.503957,0.283174,0.425033,0.861682,0.768372,0.384835,0.588969,0.530223,0.513838,0.54147,0.554814,0.579597,NaN,0.831676,0.806911,NaN,0.909264,0.875496,0.859907,0.986432,0.647353,0.863355
"P28328 (PEX2)","2",NaN,NaN,NaN,NaN,0.902,0.897196,NaN,0.296786,NaN,NaN,NaN,0.469756,NaN,NaN,0.811803,0.643305,NaN,0.583279,NaN,0.513603,0.872818,NaN,0.709126
"P36956 (SREBF1)","2",,,,,,,,,,,,,,,,,,,,,,,
"P37088 (SCNN1A)","2",,,,,,,,,,,,,,,,,,,,,,,
"P37268 (FDFT1)","2",0.816446,0.807691,0.746206,0.817167,0.890262,0.8571,0.728241,0.734444,0.772948,0.763708,0.775675,0.742031,0.881949,0.872916,0.926451,0.91455,0.129738,0.950376,0.972117,0.944231,0.96763,0.884965,0.96451
"P48048 (KCNJ1)","2",,,,,,,,,,,,,,,,,,,,,,,
"P48050 (KCNJ4)","2",,,,,,,,,,,,,,,,,,,,,,,
"P48051 (KCNJ6)","2",,,,,,,,,,,,,,,,,,,,,,,
"P48201 (ATP5MC3)","2",,,,,,,,,,,,,,,,,,,,,,,
"P48544 (KCNJ5)","2",,,,,,,,,,,,,,,,,,,,,,,
"P48549 (KCNJ3)","2",,,,,,,,,,,,,,,,,,,,,,,
"P49961 (ENTPD1)","2",,,,,,,,,,,,,,,,,,,,,,,
"P50416 (CPT1A)","2",0.408929,0.300568,0.415373,0.542916,0.687429,0.725016,0.219706,0.433781,0.445343,0.481474,0.334259,0.527341,0.501543,0.146006,0.777896,0.800489,NaN,0.725059,0.663637,0.775122,0.837013,0.628014,0.833571
"P51168 (SCNN1B)","2",,,,,,,,,,,,,,,,,,,,,,,
"P51170 (SCNN1G)","2",,,,,,,,,,,,,,,,,,,,,,,
"P51172 (SCNN1D)","2",,,,,,,,,,,,,,,,,,,,,,,
"P51575 (P2RX1)","2",,,,,,,,,,,,,,,,,,,,,,,
"P54829 (PTPN5)","2",,,,,,,,,,,,,,,,,,,,,,,
"P56373 (P2RX3)","2",,,,,,,,,,,,,,,,,,,,,,,
"P56589 (PEX3)","2",0.336737,0.410856,0.265482,0.411094,0.788795,0.616787,0.134593,0.536057,0.518507,0.603244,0.60195,0.407457,0.520301,0.16461,0.827986,0.824633,NaN,0.857485,0.778143,0.940842,0.914642,0.571598,0.948904
"P56962 (STX17)","2",0.699445,0.532955,0.548711,0.731919,0.855368,0.722388,0.423845,0.545923,0.269175,0.36254,0.330325,0.621439,0.685777,0.863776,0.578967,0.742935,0.136381,0.838929,0.720834,0.811157,0.884479,0.232181,0.895341
"P57054 (PIGP)","2",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.704497,0.261152,NaN,NaN,NaN,NaN
"P57738 (TCTA)","2",,,,,,,,,,,,,,,,,,,,,,,
"P61165 (TMEM258)","2",0.0852068,0.229747,0.28427,0.375168,0.753263,0.613813,0.424622,0.18685,0.170853,0.643729,0.536612,0.688367,0.492444,NaN,0.464455,0.721121,NaN,0.702895,0.585254,0.766432,0.691077,0.324174,0.368119
"P62952 (BLCAP)","2",,,,,,,,,,,,,,,,,,,,,,,
"P63252 (KCNJ2)","2",,,,,,,,,,,,,,,,,,,,,,,
"P78348 (ASIC1)","2",NaN,NaN,NaN,NaN,NaN,0.242147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.888176,NaN,NaN,0.791363,0.708648,NaN,NaN,0.187626,0.929332
"P78508 (KCNJ10)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q00765 (REEP5)","2",0.884173,0.830745,0.81144,0.86776,0.921477,0.920711,0.80557,0.852119,0.845469,0.849018,0.857926,0.830319,0.878015,0.800203,0.917109,0.904009,0.290186,0.982291,0.99759,0.977952,0.93419,0.928985,0.95273
"Q06055 (ATP5MC2)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q06136 (KDSR)","2",0.520642,0.530171,0.337949,0.568544,0.877512,0.601014,0.207451,0.432051,0.326144,0.280634,0.303906,0.339142,0.61518,0.251695,0.619382,0.676535,NaN,0.952242,0.949449,0.848308,0.881871,0.727015,0.691174
"Q12772 (SREBF2)","2",NaN,NaN,NaN,0.56299,0.644803,NaN,NaN,NaN,0.448065,0.476068,0.400331,0.432937,NaN,0.448475,0.749438,0.655972,NaN,0.914983,0.822603,0.422805,0.82603,NaN,0.79771
"Q14108 (SCARB2)","2",0.657705,0.673175,0.662791,0.564757,0.806319,0.823121,0.621194,0.727739,0.600974,0.626271,0.618594,0.65313,0.650454,0.595347,0.822749,0.789239,NaN,0.987503,0.995135,0.971486,0.956304,0.815457,0.938906
"Q14500 (KCNJ12)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q14654 (KCNJ11)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q15005 (SPCS2)","2",0.806844,0.761515,0.759201,0.814627,0.92831,0.981448,0.649058,0.808136,0.745975,0.726288,0.767376,0.747388,0.836701,0.375892,0.960442,0.926133,0.148011,0.91257,0.895127,0.954848,0.93118,0.859971,0.957888
"Q15011 (HERPUD1)","2",NaN,NaN,NaN,NaN,NaN,0.384836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.280825,0.559944,NaN,0.494018,0.591889,0.545683,NaN,NaN,0.54723
"Q15526 (SURF1)","2",0.447709,0.420987,0.335508,0.402892,0.921737,0.870628,0.460118,0.577552,0.651065,0.61735,0.727707,0.619794,0.521423,0.625515,0.854043,0.892391,NaN,0.891808,0.813329,0.901961,0.949495,0.32177,0.936662
"Q15842 (KCNJ8)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q16515 (ASIC2)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q16558 (KCNMB1)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q16653 (MOG)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q16799 (RTN1)","2",0.880385,0.564245,0.756036,NaN,0.806116,0.812581,0.778196,0.877891,0.872048,0.862303,0.929615,0.85032,NaN,0.615973,0.668461,0.843984,0.430236,0.776885,0.968153,0.705378,0.445297,0.865008,0.859105
"Q2M3T9 (HYAL4)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q2TAA5 (ALG11)","2",0.275435,0.277467,0.434506,0.35371,0.53458,0.393957,0.275531,0.309935,0.370284,0.274118,0.295231,0.419309,NaN,NaN,0.288812,0.278082,NaN,0.869662,0.760704,0.916074,0.963756,0.5863,0.836695
"Q2WGJ8 (TMEM249)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q3MIR4 (TMEM30B)","2",0.503931,0.615133,0.49145,0.584525,0.901135,0.871038,0.492416,0.673253,0.601564,0.548166,0.685495,0.64831,0.69175,0.0287971,0.794113,0.789461,NaN,0.913933,0.983446,0.937957,0.84274,0.733732,0.8671
"Q3MUY2 (PIGY)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q3T906 (GNPTAB)","2",NaN,0.48073,NaN,NaN,0.63694,0.68225,NaN,0.113109,0.353494,NaN,0.430111,0.448181,0.46895,NaN,0.487457,0.37906,NaN,0.810512,0.895246,0.884042,0.770466,0.54002,0.710862
"Q3ZAQ7 (VMA21)","2",0.342595,0.429952,0.256629,0.666719,0.269666,0.260878,0.259827,0.429944,0.694132,0.370878,0.361106,0.368404,0.443078,NaN,0.344395,0.597521,NaN,0.864233,0.841853,0.859854,0.871423,0.611026,0.734089
"Q4VC39 (HIGD2B)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q4VXA5 (KHDC1)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q53F39 (MPPE1)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q53FV1 (ORMDL2)","2",0.229406,0.566549,0.322825,0.356846,0.874813,0.845729,0.228087,0.600535,0.513035,0.519574,0.396594,0.523036,0.62464,NaN,0.75615,0.795683,NaN,0.875191,0.607333,0.836881,0.708558,0.39358,0.684625
"Q58HT5 (AWAT1)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q5FYA8 (ARSH)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q5H9S7 (DCAF17)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q5JXX7 (TMEM31)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q5MY95 (ENTPD8)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q5QFB9 (PAPPA-AS1)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q5RI15 (COX20)","2",0.616036,0.603695,0.451855,0.653432,0.890213,0.780147,0.422299,0.594062,0.585595,0.571686,0.649886,0.618835,0.750613,0.277457,0.916126,0.843376,NaN,0.945312,0.958848,0.96807,0.911596,0.604372,0.960165
"Q5SRD1 (TIMM23B)","2",0.407772,0.467603,0.329948,0.408426,0.815769,0.789888,0.106379,0.420966,0.522555,0.416527,0.531871,0.445766,0.639462,0.0207354,0.987204,0.59531,NaN,0.870912,0.721754,0.934779,0.977295,0.408568,0.827812
"Q5SRN2 (TSBP1)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q5SV17 (TMEM240)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q5SWX8 (ODR4)","2",0.732569,0.67392,0.632175,0.819572,0.804595,0.803169,0.559998,0.531828,0.653386,0.646042,0.648934,0.517251,0.859216,0.860706,0.907162,0.919316,0.0,0.904192,0.926865,0.981107,0.936213,0.747115,0.940799
"Q5T0T0 (MARCHF8)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q5T4F4 (ZFYVE27)","2",0.311235,0.364902,NaN,0.204696,0.58386,0.574008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.437678,0.782298,NaN,0.657703,0.869507,0.845043,0.649723,0.525377,0.334249
"Q5T4S7 (UBR4)","2",0.691434,0.755749,0.647066,0.786053,0.807237,0.676309,0.393629,0.428537,0.399074,0.497522,0.560483,0.59422,0.78776,0.0843965,0.760406,0.829016,0.0607483,0.790519,0.758392,0.833407,0.971534,0.769351,0.878457
"Q5T6L9 (ERMARD)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q5T7P6 (TMEM78)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q5VZI3 (TMEM268)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q643R3 (LPCAT4)","2",0.571859,0.628422,0.474934,0.592408,0.903979,0.728636,0.629462,0.688312,0.745051,0.6243,0.780297,0.720739,0.618617,0.344293,0.908556,0.727752,NaN,0.849491,0.798062,0.935858,0.913895,0.758793,0.913936
"Q68CQ1 (MROH7)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q68CR7 (LRRC66)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q68D42 (TMEM215)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q69YW2 (STUM)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q69YZ2 (TMEM200B)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q6DD88 (ATL3)","2",0.462912,0.463991,0.287656,0.586619,0.715865,0.721834,0.282933,0.386686,0.420174,0.423778,0.471431,0.42534,0.599312,0.0857765,0.660201,0.806958,NaN,0.940929,0.96037,0.953519,0.920462,0.681583,0.890717
"Q6DN12 (MCTP2)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q6DN14 (MCTP1)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q6NUI2 (GPAT2)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q6NUQ4 (TMEM214)","2",0.232867,0.244616,0.325787,0.377274,0.739872,0.677499,0.305922,0.356967,0.402374,0.398001,0.469615,0.413514,0.524935,0.688391,0.574175,0.745073,NaN,0.723086,0.688713,0.736373,0.930366,0.307842,0.842072
"Q6P1M0 (SLC27A4)","2",0.488169,0.539909,0.270663,0.590474,0.735001,0.583054,0.118748,0.335534,0.390885,0.317143,0.402392,0.32259,0.634297,NaN,0.843661,0.85967,NaN,0.741026,0.78865,0.8004,0.927697,0.671491,0.881981
"Q6P5S7 (RNASEK)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q6P5X7 (TMEM71)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q6PEY1 (TMEM88)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q6PL45 (BRICD5)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q6UWF5 (UNQ5815/PRO19632)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q6UWV7 (SHISAL2A)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q6UXF1 (TMEM108)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q6UXP3 (TMEM14EP)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q6UXV4 (APOOL)","2",0.309197,0.176702,0.071672,0.394253,0.802318,0.71513,0.2753,0.491101,0.479785,0.505739,0.501521,0.536292,0.543783,0.719425,0.831005,0.742216,NaN,0.777428,0.753809,0.814906,0.952997,0.276507,0.943559
"Q6V1P9 (DCHS2)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q6ZMZ0 (RNF19B)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q6ZNR0 (TMEM91)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q6ZPB5 (SDIM1)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q6ZPD8 (DGAT2L6)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q7L0L9","2",,,,,,,,,,,,,,,,,,,,,,,
"Q7L4E1 (MIGA2)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q7L5L3 (GDPD3)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q7Z407 (CSMD3)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q86T03 (PIP4P1)","2",0.385949,0.631156,0.542152,0.630543,0.822822,0.873293,0.550744,0.582769,0.697788,0.587926,0.662988,0.657277,0.790175,NaN,0.762118,0.675814,NaN,0.877206,0.790498,0.805782,0.904294,0.855177,0.964897
"Q86UD3 (MARCHF3)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q86UL3 (GPAT4)","2",0.6097,0.448762,0.543184,0.407397,0.812364,0.740323,0.274885,0.408885,0.586668,0.45065,0.50656,0.343943,0.601488,0.0357581,0.85883,0.708148,NaN,0.804777,0.829537,0.97862,0.68748,0.766836,0.885523
"Q86VY9 (TMEM200A)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q86W47 (KCNMB4)","2",NaN,NaN,NaN,NaN,0.632153,0.498457,NaN,NaN,NaN,NaN,NaN,NaN,0.464444,NaN,NaN,NaN,NaN,NaN,NaN,0.891845,0.747767,NaN,0.875149
"Q86Y39 (NDUFA11)","2",0.662537,0.733951,0.608284,0.710941,0.766423,0.778067,0.51217,0.684585,0.636336,0.643727,0.613429,0.70697,0.805924,NaN,0.890942,0.860257,NaN,0.935048,0.875014,0.94942,0.993386,0.619871,0.920919
"Q86YJ5 (MARCHF9)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8IW70 (TMEM151B)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8IWA4 (MFN1)","2",0.365118,0.278646,0.159084,0.408024,0.806651,0.783432,NaN,0.241596,0.364585,0.205561,0.177645,0.278123,0.519748,NaN,0.798971,0.81255,NaN,0.827109,0.907003,0.882042,0.985845,0.414806,0.913943
"Q8IWB9 (TEX2)","2",0.585066,0.725161,0.58357,0.602909,0.711222,0.107078,0.346427,NaN,NaN,NaN,NaN,0.109086,0.238251,NaN,0.885376,0.763112,NaN,0.820772,0.241812,0.679545,0.82681,0.214938,0.868242
"Q8IWU2 (LMTK2)","2",NaN,0.922567,0.336411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.54844,0.846703,NaN,0.907893,NaN,0.834487,0.572243,0.598444,NaN,0.754658,0.601572,0.691719
"Q8IWY9 (CDAN1)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8IZ57 (NRSN1)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8IZA0 (KIAA0319L)","2",0.235072,0.218403,0.0457378,0.204758,0.73891,0.684445,0.387375,0.367219,0.409562,0.290841,0.493963,0.36208,0.342939,NaN,0.581283,0.783445,NaN,0.734971,0.818885,0.716569,0.82136,0.728687,0.854247
"Q8IZU8 (DSEL)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8N0U2 (TMEM61)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8N0W7 (FMR1NB)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8N138 (ORMDL3)","2",0.18464,0.239114,0.158736,0.346955,0.36762,0.378418,0.178132,0.296954,0.17595,0.291093,0.264927,0.291519,0.316099,NaN,0.376994,0.386269,NaN,0.611612,0.376521,0.377466,0.546557,0.273501,0.602883
"Q8N2U0 (TMEM256)","2",0.180831,0.339449,0.333983,0.345316,0.408695,0.357906,0.418431,0.552867,0.157421,0.40006,0.35116,0.586594,0.418964,0.168079,0.424386,0.509113,NaN,0.953832,0.908076,0.971852,0.924954,0.520895,0.802211
"Q8N3Y7 (SDR16C5)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8N4L1 (TMEM151A)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8N4L2 (PIP4P2)","2",NaN,NaN,NaN,NaN,NaN,0.533351,NaN,0.44234,0.45923,0.38578,NaN,0.55159,NaN,NaN,NaN,NaN,NaN,0.770049,0.883534,0.68393,0.732482,0.556324,0.694833
"Q8N4V1 (MMGT1)","2",0.576846,0.631016,0.618379,0.666677,0.738656,0.842795,0.311797,0.489536,0.557321,0.519368,0.556463,0.533962,0.73884,0.039795,0.782965,0.870621,NaN,0.819014,0.689213,0.818556,0.951683,0.548019,0.890192
"Q8N511 (TMEM199)","2",0.468389,0.379926,0.452826,0.604847,0.744344,0.789214,NaN,0.61836,0.569646,0.224606,0.529705,0.512553,0.449338,0.156823,0.636183,0.717919,NaN,0.971129,0.864746,0.824108,0.869626,0.538401,0.876537
"Q8N614 (TMEM156)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8N6C5 (IGSF1)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8N6D2 (RNF182)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8N6I4 (TMEM251)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8N6L7 (TMEM252)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8N8V8 (TMEM105)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8N9A8 (CNEP1R1)","2",NaN,NaN,NaN,0.633715,0.874677,0.731186,NaN,NaN,NaN,NaN,NaN,NaN,0.63679,NaN,NaN,0.81024,NaN,NaN,NaN,NaN,0.952943,NaN,NaN
"Q8N9F7 (GDPD1)","2",0.280965,0.30424,0.23054,0.448612,0.766839,0.765672,0.374162,0.539023,0.525491,0.475844,0.60429,0.517348,0.453168,0.36598,0.721294,0.783157,NaN,0.934103,0.956606,0.958501,0.80986,0.716033,0.808959
"Q8N9X5 (LINC02912)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8NC56 (LEMD2)","2",0.40322,0.639441,0.440848,0.669033,0.931438,0.912464,0.446383,0.673037,0.674823,0.636604,0.690573,0.773501,0.805303,0.50758,0.842603,0.894723,NaN,0.786949,0.602445,0.790469,0.896894,0.470366,0.973502
"Q8NE86 (MCU)","2",0.421312,0.395802,0.32879,0.447795,0.795384,0.756606,0.162581,0.602967,0.537658,0.538369,0.5316,0.547452,0.654793,NaN,0.870518,0.783683,0.164405,0.873238,0.777349,0.873513,0.957363,0.513921,0.854908
"Q8NFR3 (SPTSSB)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8NHE4 (ATP6V0E2)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8NHH9 (ATL2)","2",0.776206,0.837843,0.695156,0.802343,0.877414,0.804815,0.530409,0.629034,0.620668,0.637746,0.680261,0.536896,0.833451,0.0645035,0.862222,0.87478,NaN,0.963618,0.97292,0.95559,0.907774,0.934958,0.876873
"Q8TB36 (GDAP1)","2",0.175208,0.130128,0.281549,0.209303,0.691761,0.697567,0.315137,0.443901,0.415214,0.532967,0.386873,0.388738,0.404273,0.754749,0.721272,0.641096,NaN,0.819748,0.744337,0.926367,0.89237,0.517865,0.954963
"Q8TCG5 (CPT1C)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8TCQ1 (MARCHF1)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8TDW4 (ST7L)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8WTV0 (SCARB1)","2",NaN,NaN,0.511684,0.478476,0.782182,0.640626,0.738212,NaN,0.401089,NaN,0.355529,0.2229,0.459069,NaN,0.814526,0.700801,NaN,0.954278,0.98637,0.728295,0.778947,0.385248,0.843971
"Q8WUH6 (TMEM263)","2",NaN,NaN,0.458441,0.33845,0.309123,0.200293,NaN,NaN,NaN,NaN,NaN,NaN,0.392465,0.922131,NaN,NaN,NaN,0.488034,NaN,NaN,NaN,NaN,0.496561
"Q8WUS8 (SDR42E1)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8WUU8 (TMEM174)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8WW34 (TMEM239)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8WWA1 (TMEM40)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8WXF7 (ATL1)","2",NaN,NaN,NaN,0.321712,0.867332,0.710311,NaN,NaN,0.366288,0.244463,0.31612,0.351683,NaN,NaN,0.629064,NaN,NaN,0.911213,0.91375,0.982513,0.642313,0.847812,0.637517
"Q8WZ55 (BSND)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q8WZ71 (TMEM158)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q92523 (CPT1B)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q92545 (TMEM131)","2",NaN,NaN,0.0596172,NaN,NaN,NaN,NaN,0.200032,0.947918,NaN,NaN,0.174404,0.388055,NaN,0.322171,0.339589,0.72898,0.355182,NaN,0.18762,0.791866,NaN,0.558328
"Q92604 (LPGAT1)","2",0.616641,0.6261,0.490432,0.593729,0.82134,0.799678,0.306101,0.488116,0.555872,0.496751,0.513635,0.59059,0.686099,NaN,0.750556,0.740655,NaN,0.784146,0.731519,0.805605,0.925206,0.800911,0.981026
"Q92781 (RDH5)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q92806 (KCNJ9)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q92982 (NINJ1)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q93086 (P2RX5)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q969V5 (MUL1)","2",0.139361,0.222256,NaN,0.168051,0.62547,0.539029,NaN,0.589443,NaN,0.187624,0.305011,NaN,0.486223,NaN,0.662646,0.692702,NaN,0.803789,0.705501,0.843302,0.979009,0.185732,0.855689
"Q969W0 (SPTSSA)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q969X5 (ERGIC1)","2",0.65465,0.723941,0.601379,0.664731,0.865623,0.837987,0.487864,0.621492,0.64726,0.590636,0.678061,0.62147,0.776355,0.0,0.831073,0.869887,NaN,0.942279,0.858785,0.954602,0.948332,0.853125,0.961736
"Q96A57 (TMEM230)","2",0.623844,0.610234,0.512398,0.724439,0.745323,0.650903,0.512643,0.670674,0.632384,0.665174,0.638472,0.682629,0.681885,NaN,0.766637,0.868246,NaN,0.851244,0.858603,0.864607,NaN,0.644262,0.63693
"Q96AN5 (TMEM143)","2",NaN,NaN,NaN,NaN,0.810786,0.850479,NaN,NaN,0.185136,NaN,NaN,0.321618,NaN,NaN,0.694291,0.853144,NaN,NaN,NaN,NaN,0.846231,NaN,0.601281
"Q96AQ8 (MCUR1)","2",0.443689,0.343275,NaN,0.521827,0.863357,0.819419,0.274747,0.294728,0.296141,0.176569,0.30073,NaN,0.687922,0.24183,0.816112,0.73998,NaN,0.922362,0.93284,0.812699,0.880617,0.379103,0.911383
"Q96B77 (TMEM186)","2",NaN,NaN,NaN,NaN,NaN,0.0826441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.686846,NaN,NaN,NaN,0.635918,NaN,NaN,0.285184
"Q96BZ9 (TBC1D20)","2",NaN,NaN,NaN,0.209813,NaN,0.392368,0.137834,0.274796,NaN,0.476246,0.447824,NaN,0.1957,NaN,NaN,NaN,NaN,0.794449,0.691176,0.635653,0.477068,0.301267,0.747708
"Q96DC7 (TMCO6)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q96DS6 (MS4A6E)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q96ER9 (CCDC51)","2",0.0517107,0.358953,0.170512,0.412409,0.810013,0.801492,0.0,0.579981,0.4366,0.539044,0.387175,0.472295,0.326959,NaN,0.760642,0.774993,NaN,0.97325,0.948741,0.887322,0.905461,0.59946,0.958525
"Q96ET8 (TVP23C)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q96FT7 (ASIC4)","2",,,,,,,,,,,,,,,,,,,,,,,
"Q96G97 (BSCL2)","2",0.433571,0.482614,NaN,NaN,0.368831,0.0950784,NaN,NaN,NaN,NaN,NaN,NaN,0.498313,NaN,0.705029,0.622043,NaN,0.794377,0.774745,0.819445,0.742497,NaN,0.683992
"Q96GE9 (DMAC1)","2",0.38753,0.466848,0.474721,0.596992,0.817668,0.772005,0.213252,0.137227,0.360276,0.219079,0.345511,0.178286,0.321999,NaN,0.695419,0.544446,NaN,0.915516,0.758683,0.900267,0.982798,0.530979,0.881623
"Q96GF1 (RNF185)","2",,,,,,,,,,,,,,,,,,,,,,,
